#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2020 06 04 13 50 217  2.6  3.4  1.79 11.43  9.30 295 1019.2  10.6  10.5 999.0 99.0 99.00
2020 06 04 14 20 235  2.4  3.1  1.94 11.43  8.93 317 1019.1  10.4  10.4 999.0 99.0 99.00
2020 06 04 14 50 236  2.4  3.2  1.77 12.12  9.08 294 1019.3  10.3  10.4 999.0 99.0 99.00
2020 06 04 15 20 241  0.3  1.3  2.37 12.12 10.01 294 1019.3  10.1  10.5 999.0 99.0 99.00
2020 06 04 15 50 198  0.5  1.3  2.14 12.12  9.61 279 1019.3  10.3  10.6 999.0 99.0 99.00
2020 06 04 16 20 185  0.9  1.4  2.00 12.12  9.22 265 1019.4  10.3  10.5 999.0 99.0 99.00
2020 06 04 16 50 181  1.5  2.2  2.12 11.43  9.16 286 1019.5  10.5  10.5 999.0 99.0 99.00
2020 06 04 17 20 183  1.1  1.9  2.49 12.12  9.36 281 1019.5  10.6  10.4 999.0 99.0 99.00
2020 06 04 17 50 187  1.5  2.0  2.02 12.12  8.86 277 1019.5  10.7  10.5 999.0 99.0 99.00
2020 06 04 18 20 190  1.0  1.9  2.11 11.43  9.41 275 1019.5  10.8  10.7 999.0 99.0 99.00
2020 06 04 18 50 220  2.6  3.4  1.93 10.81  8.43 285 1019.4  10.7  10.8 999.0 99.0 99.00
2020 06 04 19 20 199  4.0  4.8  1.96 10.81  8.46 291 1019.3  10.6  10.8 999.0 99.0 99.00
2020 06 04 19 50 197  3.6  4.3  2.13 12.12  8.81 281 1019.3  10.7  10.8 999.0 99.0 99.00
2020 06 04 20 20 192  3.9  4.8  1.99 12.90  8.61 271 1019.0  10.8  10.8 999.0 99.0 99.00
2020 06 04 20 50 200  3.1  3.8  1.83 10.00  8.51 282 1018.8  10.9  10.9 999.0 99.0 99.00
2020 06 04 21 20 240  1.7  2.6  1.97 12.90  8.93 273 1018.7  11.4  11.0 999.0 99.0 99.00
2020 06 04 21 50 252  1.7  2.7  1.87 12.90  8.58 275 1018.7  11.6  11.1 999.0 99.0 99.00
2020 06 04 22 20 230  2.5  3.2  1.81 11.43  8.18 280 1018.6  11.6  11.4 999.0 99.0 99.00
2020 06 04 22 50 209  2.6  3.4  1.92 13.79  8.21 278 1018.4  11.7  11.5 999.0 99.0 99.00
2020 06 04 23 20 242  3.0  3.7  2.10 12.90  7.69 265 1018.3  11.7  11.5 999.0 99.0 99.00
2020 06 04 23 50 290  5.9  7.0  2.23 12.90  7.70 289 1018.0  11.6  11.5 999.0 99.0 99.00
2020 06 05 00 20 291  4.6  5.7  2.26 12.90  7.97 277 1017.9  11.5  11.4 999.0 99.0 99.00
2020 06 05 00 50 291  4.7  5.8  2.32 12.90  7.64 272 1017.6  11.6  11.3 999.0 99.0 99.00
2020 06 05 01 20 296  4.9  6.4  2.38 12.90  8.04 282 1017.4  11.6  11.2 999.0 99.0 99.00
2020 06 05 01 50 291  5.2  6.2  2.02 12.90  7.40 272 1017.2  11.5  11.2 999.0 99.0 99.00
2020 06 05 02 20 304  4.9  6.7  2.24 12.90  7.96 286 1016.7  11.4  11.3 999.0 99.0 99.00
2020 06 05 02 50 297  4.9  6.1  2.30 12.90  8.57 282 1016.4  11.4  11.2 999.0 99.0 99.00
2020 06 05 03 20 303  4.6  6.2  2.32 12.90  8.10 294 1016.1  11.3  11.2 999.0 99.0 99.00
2020 06 05 03 50 302  4.7  6.2  2.15 12.12  8.14 279 1015.7  11.1  11.0 999.0 99.0 99.00
2020 06 05 04 20 306  4.1  5.1  2.40 12.12  7.87 272 1015.3  11.0  10.9 999.0 99.0 99.00
2020 06 05 04 50 311  3.0  3.8  2.30 12.12  7.88 274 1015.1  10.9  10.8 999.0 99.0 99.00
2020 06 05 05 20 301  3.2  4.6  2.45 12.12  8.03 275 1014.8  10.9  10.8 999.0 99.0 99.00
2020 06 05 05 50 303  2.3  3.5  2.09 10.81  7.32 276 1014.4  10.8  10.8 999.0 99.0 99.00
2020 06 05 06 20 270  1.6  2.7  2.47 12.12  7.89 276 1014.1  10.7  10.8 999.0 99.0 99.00
2020 06 05 06 50 203  1.3  2.1  2.28 12.12  7.51 285 1013.8  10.5  10.8 999.0 99.0 99.00
2020 06 05 07 20 200  2.8  3.6  2.14 10.81  7.40 279 1013.5  10.4  10.7 999.0 99.0 99.00
2020 06 05 07 50 189  1.8  2.9  2.32 11.43  7.91 272 1012.9  10.1  10.6 999.0 99.0 99.00
2020 06 05 08 20 186  1.0  1.6  2.36 11.43  7.90 266 1012.6  10.2  10.6 999.0 99.0 99.00
2020 06 05 08 50 168  1.1  2.0  2.53 11.43  8.16 274 1012.2  10.2  10.6 999.0 99.0 99.00
2020 06 05 09 20 148  0.3  1.9  2.65 10.81  8.18 268 1011.6  10.2  10.6 999.0 99.0 99.00
2020 06 05 09 50  55  0.9  2.0  2.49 12.12  8.37 271 1011.2  10.0  10.6 999.0 99.0 99.00
2020 06 05 10 20  76  1.1  2.6  2.55 12.12  8.09 268 1010.9   9.9  10.6 999.0 99.0 99.00
2020 06 05 10 50  68  1.6  2.7  2.65 12.12  8.20 271 1010.5   9.8  10.6 999.0 99.0 99.00
2020 06 05 11 20  71  1.3  2.5  2.73 12.12  8.71 262 1010.2  10.0  10.7 999.0 99.0 99.00
2020 06 05 12 20 150  0.2  1.1  2.57 12.12  8.79 258 1010.0   9.8  10.4 999.0 99.0 99.00
2020 06 05 12 50  68  1.7  3.3  2.49 12.12  8.78 284 1009.7   9.9  10.4 999.0 99.0 99.00
2020 06 05 13 20  69  3.0  4.1  2.54 12.12  8.83 286 1009.6   9.9  10.4 999.0 99.0 99.00
2020 06 05 13 50  44  3.6  4.9  2.54 12.12  8.83 261 1009.1   9.8  10.4 999.0 99.0 99.00
2020 06 05 14 20  57  3.6  5.1  2.34 12.90  8.60 253 1008.8   9.9  10.4 999.0 99.0 99.00
2020 06 05 14 50  84  4.0  5.2  2.12 12.90  8.54 238 1008.7   9.9  10.4 999.0 99.0 99.00
2020 06 05 15 20  74  3.7  5.0  2.31 12.12  8.86 251 1008.5  10.0  10.5 999.0 99.0 99.00
2020 06 05 15 50  94  2.0  3.5  2.24 12.12  8.67 244 1008.5   9.9  10.5 999.0 99.0 99.00
2020 06 05 16 20 118  1.4  2.2  2.42 12.12  8.29 254 1008.2  10.0  10.5 999.0 99.0 99.00
2020 06 05 16 50   7  0.2  1.1  2.12 10.00  7.85 262 1008.1  10.2  10.5 999.0 99.0 99.00
2020 06 05 17 20  39  1.8  3.1  2.29 11.43  7.88 249 1007.7  10.2  10.6 999.0 99.0 99.00
2020 06 05 17 50 124  0.2  1.0  2.33 12.12  7.65 244 1007.7  10.4  10.7 999.0 99.0 99.00
2020 06 05 18 20 167  0.1  0.6  2.29 12.12  7.21 262 1007.7  10.7  10.8 999.0 99.0 99.00
2020 06 05 18 50 229  2.1  2.9  1.97 11.43  7.03 279 1007.5  10.3  10.8 999.0 99.0 99.00
2020 06 05 19 20 218  3.0  3.7  1.90 11.43  7.08 289 1007.6  10.4  10.7 999.0 99.0 99.00
2020 06 05 19 50 255  2.0  2.7  2.05 11.43  7.01 279 1007.3  10.2  10.8 999.0 99.0 99.00
2020 06 05 20 20 223  2.6  3.7  1.87 11.43  6.67 276 1007.3  10.3  10.8 999.0 99.0 99.00
2020 06 05 20 50 252  2.2  3.1  1.88 10.81  6.89 284 1007.1  10.4  11.0 999.0 99.0 99.00
2020 06 05 21 20 249  1.8  2.5  1.86 10.81  7.22 283 1007.1  10.6  11.1 999.0 99.0 99.00
2020 06 05 21 50 225  3.1  4.2  1.66 11.43  6.92 291 1007.1  10.4  11.3 999.0 99.0 99.00
2020 06 05 22 20 235  3.9  4.9  1.69 11.43  7.23 288 1007.2  10.6  11.3 999.0 99.0 99.00
2020 06 05 22 50 228  4.1  4.9  1.63 10.81  7.28 285 1007.4  10.8  11.3 999.0 99.0 99.00
2020 06 05 23 20 243  4.1  5.1  1.57 10.81  7.36 286 1007.2  11.1  11.2 999.0 99.0 99.00
2020 06 05 23 50 231  3.3  3.9  1.74 10.81  7.89 290 1007.3  11.4  11.3 999.0 99.0 99.00
2020 06 06 00 20 232  2.8  3.6  1.73 12.12  7.97 284 1007.2  11.4  11.4 999.0 99.0 99.00
2020 06 06 00 50 229  3.5  4.8  1.83 11.43  8.06 279 1007.3  11.6  11.2 999.0 99.0 99.00
2020 06 06 01 20 274  3.3  4.1  1.66 10.81  7.84 289 1007.1  11.7  11.1 999.0 99.0 99.00
2020 06 06 01 50 246  2.3  3.2  1.76 11.43  8.29 282 1007.2  11.5  11.0 999.0 99.0 99.00
2020 06 06 02 20 243  3.2  4.2  1.68 11.43  8.18 287 1007.3  11.4  11.1 999.0 99.0 99.00
2020 06 06 02 50 246  3.1  3.9  1.96 11.43  8.50 282 1007.4  11.5  11.2 999.0 99.0 99.00
2020 06 06 03 20 240  2.7  3.4  2.17 11.43  9.09 286 1007.3  11.3  11.2 999.0 99.0 99.00
2020 06 06 03 50 236  2.5  3.5  1.96 11.43  8.80 292 1007.3  11.3  11.0 999.0 99.0 99.00
2020 06 06 04 20 251  2.5  3.3  1.97 11.43  8.91 283 1007.2  11.2  10.8 999.0 99.0 99.00
2020 06 06 04 50 277  3.1  3.8  1.82 11.43  8.33 282 1007.3  11.3  10.9 999.0 99.0 99.00
2020 06 06 05 20 250  2.5  3.1  2.02 10.81  8.27 273 1007.5  11.2  10.8 999.0 99.0 99.00
2020 06 06 05 50 230  2.6  3.1  1.91 10.00  7.85 292 1007.4  11.1  10.8 999.0 99.0 99.00
2020 06 06 06 20 247  2.8  3.5  1.90 11.43  7.72 281 1007.4  11.2  10.9 999.0 99.0 99.00
2020 06 06 06 50 246  3.1  3.9  1.93 10.00  7.23 279 1007.3  11.1  10.9 999.0 99.0 99.00
2020 06 06 07 20 235  3.0  3.6  1.91 10.81  7.11 290 1007.3  11.0  10.8 999.0 99.0 99.00
2020 06 06 07 50 236  3.8  4.8  1.81 10.81  6.67 286 1007.0  11.0  10.8 999.0 99.0 99.00
2020 06 06 08 20 242  4.1  4.9  1.80 10.00  6.74 282 1007.0  10.8  10.8 999.0 99.0 99.00
2020 06 06 08 50 242  3.4  3.9  1.86 11.43  6.91 289 1007.0  10.7  10.9 999.0 99.0 99.00
2020 06 06 09 20 241  3.6  4.4  2.04 11.43  7.09 280 1007.1  10.7  10.8 999.0 99.0 99.00
2020 06 06 09 50 246  2.7  3.5  1.97 11.43  7.02 274 1007.1  10.7  10.8 999.0 99.0 99.00
2020 06 06 10 20 225  2.4  3.1  2.08 11.43  7.26 273 1007.2  10.6  10.8 999.0 99.0 99.00
2020 06 06 10 50 219  2.6  3.3  1.90 11.43  6.93 285 1007.2  10.5  10.7 999.0 99.0 99.00
2020 06 06 11 20 223  2.2  3.0  1.82 11.43  7.02 280 1007.4  10.6  10.7 999.0 99.0 99.00
2020 06 06 11 50 214  1.7  2.4  1.77 11.43  7.34 279 1007.5  10.7  10.7 999.0 99.0 99.00
2020 06 06 12 20 212  1.3  1.9  1.71 11.43  7.41 265 1007.5  10.6  10.7 999.0 99.0 99.00
2020 06 06 12 50 205  1.6  2.3  1.56 10.81  7.32 282 1007.7  10.6  10.7 999.0 99.0 99.00
2020 06 06 13 20 203  1.7  2.3  1.78 11.43  7.92 262 1007.8  10.7  10.7 999.0 99.0 99.00
2020 06 06 13 50 193  1.8  2.3  1.78 11.43  8.10 277 1008.0  10.6  10.6 999.0 99.0 99.00
2020 06 06 14 20 184  1.9  2.3  1.74 10.81  8.20 296 1008.2  10.7  10.6 999.0 99.0 99.00
2020 06 06 14 50 186  1.3  1.9  1.71 10.81  8.41 279 1008.2  10.8  10.6 999.0 99.0 99.00
2020 06 06 15 20 218  3.0  3.9  1.68 10.81  8.37 313 1008.5  10.8  10.6 999.0 99.0 99.00
2020 06 06 15 50 245  3.4  4.5  1.65 10.00  8.24 294 1008.6  10.6  10.7 999.0 99.0 99.00
2020 06 06 16 20 265  2.4  3.3  1.98 10.00  8.53 279 1008.5  10.4  10.6 999.0 99.0 99.00
2020 06 06 16 50 277  1.3  2.1  1.90 10.00  8.30 288 1008.4  10.6  10.5 999.0 99.0 99.00
2020 06 06 17 20 284  1.5  2.3  2.11 10.00  8.15 286 1008.4  10.5  10.5 999.0 99.0 99.00
2020 06 06 17 50 313  1.1  1.8  1.82 10.00  7.74 274 1008.4  10.6  10.7 999.0 99.0 99.00
2020 06 06 18 20 288  1.0  1.6  1.71 10.00  7.31 290 1008.3  10.7  10.8 999.0 99.0 99.00
2020 06 06 18 50 242  1.3  1.9  2.08  8.33  7.46 279 1008.4  10.8  10.9 999.0 99.0 99.00
2020 06 06 19 20 282  1.1  2.0  1.89 10.00  7.16 279 1008.4  10.8  11.1 999.0 99.0 99.00
2020 06 06 19 50 293  1.8  2.8  1.84 10.00  7.10 286 1008.4  10.9  11.2 999.0 99.0 99.00
2020 06 06 20 20 277  2.5  3.4  1.86  9.09  7.25 285 1008.2  11.0  11.3 999.0 99.0 99.00
2020 06 06 20 50 259  3.1  3.9  1.76  9.09  7.06 295 1008.1  11.1  11.5 999.0 99.0 99.00
2020 06 06 21 20 258  2.5  3.2  1.68  9.09  6.82 290 1008.3  11.3  11.6 999.0 99.0 99.00
2020 06 06 21 50 261  2.7  3.4  1.73 10.00  7.10 276 1008.3  11.4  11.7 999.0 99.0 99.00
2020 06 06 22 20 255  2.8  3.5  1.53  9.09  7.24 287 1008.4  11.5  11.8 999.0 99.0 99.00
2020 06 06 22 50 259  2.7  3.5  1.43  8.33  7.01 284 1008.7  11.7  11.8 999.0 99.0 99.00
2020 06 06 23 20 263  3.1  3.9  1.39 10.81  7.08 283 1008.8  11.9  11.9 999.0 99.0 99.00
2020 06 06 23 50 256  3.1  3.7  1.44 10.81  7.60 281 1009.1  11.9  12.2 999.0 99.0 99.00
2020 06 07 00 20 264  3.4  4.1  1.33  9.09  7.54 267 1009.2  11.8  12.2 999.0 99.0 99.00
2020 06 07 00 50 268  4.1  5.1  1.23  9.09  7.21 262 1009.5  11.9  12.1 999.0 99.0 99.00
2020 06 07 01 20 270  3.3  4.1  1.23 10.81  7.44 280 1009.6  11.9  12.4 999.0 99.0 99.00
2020 06 07 01 50 262  3.1  3.8  1.25 10.81  7.58 281 1009.7  12.0  12.0 999.0 99.0 99.00
2020 06 07 02 20 283  2.4  2.9  1.13 10.00  7.44 283 1009.8  11.8  11.8 999.0 99.0 99.00
2020 06 07 02 50 297  2.9  3.7  1.19 10.81  7.78 273 1010.0  11.5  11.7 999.0 99.0 99.00
2020 06 07 03 20 273  2.8  3.5  1.09 10.00  7.75 269 1010.1  11.5  11.6 999.0 99.0 99.00
2020 06 07 03 50 266  2.6  3.2  1.15 10.81  7.72 290 1010.0  11.6  11.3 999.0 99.0 99.00
2020 06 07 04 20 258  2.7  3.4  1.20 10.00  8.13 292 1010.1  11.5  11.3 999.0 99.0 99.00
2020 06 07 04 50 270  2.9  3.7  1.06  9.09  7.78 285 1010.3  11.6  11.5 999.0 99.0 99.00
2020 06 07 05 20 275  3.0  3.7  1.06 10.00  8.38 288 1010.2  11.5  11.5 999.0 99.0 99.00
2020 06 07 05 50 262  2.3  2.9  1.15 10.00  7.94 281 1010.1  11.5  11.6 999.0 99.0 99.00
2020 06 07 06 20 213  2.6  3.3  1.12 10.00  7.86 276 1010.1  11.0  11.5 999.0 99.0 99.00
2020 06 07 06 50 224  3.0  3.4  1.29 10.00  8.04 286 1010.1  10.8  11.3 999.0 99.0 99.00
2020 06 07 07 20 215  3.6  4.2  1.19 10.00  7.61 286 1010.4  10.7  10.8 999.0 99.0 99.00
2020 06 07 07 50 225  3.6  4.1  1.27  9.09  7.64 275 1010.6  10.8  10.6 999.0 99.0 99.00
2020 06 07 08 20 225  2.6  3.4  1.26  8.33  7.18 284 1010.8  10.6  10.6 999.0 99.0 99.00
2020 06 07 08 50 215  3.2  3.8  1.26  9.09  6.70 287 1010.7  10.2  10.5 999.0 99.0 99.00
2020 06 07 09 20 201  3.1  3.8  1.20  9.09  6.76 278 1010.9  10.3  10.6 999.0 99.0 99.00
2020 06 07 09 50 199  2.7  3.6  1.29  9.09  7.02 274 1011.0  10.3  10.9 999.0 99.0 99.00
2020 06 07 10 20 199  2.2  2.8  1.24  8.33  6.72 270 1011.2  10.4  10.9 999.0 99.0 99.00
2020 06 07 10 50 186  1.7  2.3  1.18  9.09  6.76 274 1011.5  10.5  10.9 999.0 99.0 99.00
2020 06 07 11 20 174  0.8  1.6  1.34  8.33  6.82 277 1011.7  10.7  10.9 999.0 99.0 99.00
2020 06 07 11 50  96  3.3  4.0  1.27  9.09  6.84 276 1011.9  10.2  10.9 999.0 99.0 99.00
2020 06 07 12 20  89  3.3  4.1  1.29 10.00  6.98 275 1012.1  10.2  11.0 999.0 99.0 99.00
2020 06 07 12 50  89  4.5  5.4  1.34  9.09  6.94 274 1012.3  10.3  11.0 999.0 99.0 99.00
2020 06 07 13 20  87  4.1  4.9  1.31 10.00  7.32 265 1012.6  10.4  10.9 999.0 99.0 99.00
2020 06 07 13 50  89  4.1  5.4  1.35  9.09  7.24 269 1012.9  10.4  10.8 999.0 99.0 99.00
2020 06 07 14 20  86  4.2  5.4  1.24 10.00  7.39 284 1013.0  10.4  10.8 999.0 99.0 99.00
2020 06 07 14 50  95  3.2  4.7  1.52 10.81  7.94 289 1013.3  10.4  10.7 999.0 99.0 99.00
2020 06 07 15 20  89  3.5  4.5  1.43 10.00  7.58 281 1013.6  10.5  10.6 999.0 99.0 99.00
2020 06 07 15 50 108  2.2  3.0  1.53  9.09  7.69 284 1013.7  10.6  10.5 999.0 99.0 99.00
2020 06 07 16 20 177  1.3  1.8  1.62 10.00  7.55 280 1013.8  11.0  10.7 999.0 99.0 99.00
2020 06 07 16 50 188  1.2  1.8  1.62 10.00  7.60 264 1013.8  11.0  10.9 999.0 99.0 99.00
2020 06 07 17 20 198  0.6  1.6  1.82 10.00  7.60 265 1014.1  11.2  11.1 999.0 99.0 99.00
2020 06 07 17 50 268  0.2  0.9  2.12 10.00  7.70 271 1014.2  11.2  11.1 999.0 99.0 99.00
2020 06 07 18 20 270  0.5  1.2  2.15 10.00  7.45 266 1014.4  11.4  11.1 999.0 99.0 99.00
2020 06 07 18 50 255  1.5  2.5  2.28  6.67  7.13 276 1014.7  11.2  11.1 999.0 99.0 99.00
2020 06 07 19 20 264  2.0  2.8  2.32  9.09  7.23 273 1014.8  11.2  11.1 999.0 99.0 99.00
2020 06 07 19 50 269  2.8  3.9  2.24 10.00  6.71 276 1015.1  11.2  11.1 999.0 99.0 99.00
2020 06 07 20 20 260  3.0  3.8  2.27 10.00  6.80 256 1015.2  11.3  11.2 999.0 99.0 99.00
2020 06 07 20 50 238  3.5  4.5  2.27  9.09  6.59 261 1015.3  11.2  11.2 999.0 99.0 99.00
2020 06 07 21 20 259  4.2  5.1  2.38  9.09  6.61 262 1015.6  11.5  11.2 999.0 99.0 99.00
2020 06 07 21 50 268  4.3  5.4  2.39  9.09  6.48 264 1015.7  11.5  11.2 999.0 99.0 99.00
2020 06 07 22 20 269  5.8  7.1  2.28  9.09  6.57 274 1016.0  11.6  11.2 999.0 99.0 99.00
2020 06 07 22 50 258  5.3  6.4  2.15  9.09  6.49 274 1016.4  11.6  11.2 999.0 99.0 99.00
2020 06 07 23 20 246  5.7  7.0  2.13  9.09  6.63 275 1016.4  11.7  11.3 999.0 99.0 99.00
2020 06 07 23 50 236  4.9  6.1  2.29  9.09  6.70 281 1016.7  11.5  11.0 999.0 99.0 99.00
2020 06 08 00 20 226  4.5  5.8  2.37  9.09  6.82 270 1016.9  11.5  11.1 999.0 99.0 99.00
2020 06 08 00 50 211  3.7  4.9  2.25  9.09  6.63 275 1017.1  11.5  11.2 999.0 99.0 99.00
2020 06 08 01 20 226  5.3  6.4  2.31  9.09  6.91 279 1017.2  11.7  11.3 999.0 99.0 99.00
2020 06 08 01 50 208  4.7  5.6  2.33  9.09  6.89 265 1017.3  11.6  11.1 999.0 99.0 99.00
2020 06 08 02 20 206  4.1  5.4  2.37  9.09  7.08 278 1017.4  11.9  11.2 999.0 99.0 99.00
2020 06 08 02 50 237  5.6  6.7  2.49  9.09  7.27 261 1017.6  11.9  11.1 999.0 99.0 99.00
2020 06 08 03 20 229  5.0  6.7  2.52  8.33  7.10 260 1017.7  11.8  11.0 999.0 99.0 99.00
2020 06 08 03 50 222  4.7  5.4  2.62  9.09  7.37 265 1017.9  11.5  11.0 999.0 99.0 99.00
2020 06 08 04 20 227  4.9  6.2  2.57  8.33  7.48 262 1018.0  11.6  11.1 999.0 99.0 99.00
2020 06 08 04 50 234  4.1  5.6  2.40  9.09  7.29 269 1018.2  11.4  11.0 999.0 99.0 99.00
2020 06 08 05 20 249  4.4  5.7  2.64  8.33  7.31 273 1018.5  11.4  10.8 999.0 99.0 99.00
2020 06 08 05 50 242  3.9  5.6  2.69  9.09  7.53 268 1018.9  11.1  10.8 999.0 99.0 99.00
2020 06 08 06 20 252  4.5  7.2  2.64  9.09  7.60 267 1019.1  11.4  10.8 999.0 99.0 99.00
2020 06 08 06 50 255  5.1  6.5  2.69  8.33  7.24 271 1019.0  11.4  10.6 999.0 99.0 99.00
2020 06 08 07 20 245  5.0  6.0  2.74  9.09  7.24 270 1019.1  11.1  10.6 999.0 99.0 99.00
2020 06 08 07 50 240  5.2  6.3  2.89  9.09  7.37 276 1019.4  11.0  10.8 999.0 99.0 99.00
2020 06 08 08 20 241  5.6  6.7  2.79  8.33  7.06 276 1019.5  11.0  10.9 999.0 99.0 99.00
2020 06 08 08 50 242  5.2  6.5  2.87  8.33  7.03 283 1019.7  10.9  10.6 999.0 99.0 99.00
2020 06 08 09 20 240  5.2  6.5  2.77  8.33  6.81 271 1019.7  10.9  10.6 999.0 99.0 99.00
2020 06 08 09 50 243  4.9  5.9  2.71  9.09  6.85 267 1019.7  10.9  10.7 999.0 99.0 99.00
2020 06 08 10 20 237  5.0  6.3  2.83  8.33  7.07 270 1019.9  10.8  10.8 999.0 99.0 99.00
2020 06 08 10 50 236  5.0  6.0  2.56  8.33  6.96 268 1020.1  10.8  10.8 999.0 99.0 99.00
2020 06 08 11 20 241  5.2  6.4  2.69  8.33  7.03 263 1020.4  10.9  10.7 999.0 99.0 99.00
2020 06 08 11 50 250  5.4  6.3  2.57  9.09  7.01 277 1020.4  11.0  10.6 999.0 99.0 99.00
2020 06 08 12 50 232  4.2  5.2  2.26  9.09  6.74 265 1020.6  10.7  10.5 999.0 99.0 99.00
2020 06 08 13 20 240  4.5  5.5  2.38  8.33  6.96 273 1020.8  10.9  10.5 999.0 99.0 99.00
2020 06 08 13 50 234  3.1  4.0  2.48  9.09  7.19 271 1021.0  10.9  10.5 999.0 99.0 99.00
2020 06 08 14 20 242  3.7  5.1  2.46  9.09  7.36 284 1021.2  11.0  10.4 999.0 99.0 99.00
2020 06 08 14 50 257  3.2  4.1  2.19  9.09  7.08 281 1021.3  10.9  10.4 999.0 99.0 99.00
2020 06 08 15 20 300  3.2  4.0  2.07  9.09  7.23 272 1021.6  10.6  10.4 999.0 99.0 99.00
2020 06 08 15 50 314  2.3  3.1  1.81  8.33  6.79 265 1021.8  10.4  10.4 999.0 99.0 99.00
2020 06 08 16 20 285  0.8  1.6  1.78  9.09  7.06 279 1022.1  10.5  10.5 999.0 99.0 99.00
2020 06 08 16 50 356  1.4  3.2  1.93  8.33  7.30 281 1022.1  10.5  10.6 999.0 99.0 99.00
2020 06 08 17 20 271  2.3  3.4  1.99  8.33  7.46 280 1022.1  10.5  10.6 999.0 99.0 99.00
2020 06 08 17 50 277  2.8  3.9  1.99  8.33  7.25 286 1022.3  10.8  10.6 999.0 99.0 99.00
2020 06 08 18 20 306  4.0  4.9  2.06  8.33  7.27 277 1022.1  10.6  10.6 999.0 99.0 99.00
2020 06 08 18 50 337  1.7  2.4  2.06  8.33  7.09 272 1022.1  10.8  10.6 999.0 99.0 99.00
2020 06 08 19 20 332  0.5  1.3  1.90  7.69  6.76 273 1022.2  11.1  10.7 999.0 99.0 99.00
2020 06 08 19 50 203  2.1  2.8  1.92  7.14  6.45 268 1022.4  10.9  10.8 999.0 99.0 99.00
2020 06 08 20 20 213  0.9  1.4  1.93  7.14  6.43 280 1022.3  11.0  10.8 999.0 99.0 99.00
2020 06 08 20 50 225  0.2  1.0  1.97  7.69  6.22 268 1022.3  11.3  10.9 999.0 99.0 99.00
2020 06 08 21 20  10  0.8  1.4  1.81  7.69  6.33 278 1022.1  11.1  11.1 999.0 99.0 99.00
2020 06 08 21 50 197  0.1  0.3  1.73  7.69  6.02 284 1022.2  12.2  11.2 999.0 99.0 99.00
2020 06 08 22 20 206  2.0  3.3  1.61  7.69  5.85 285 1022.1  11.7  11.3 999.0 99.0 99.00
2020 06 08 22 50 223  4.8  6.3  1.51  7.69  5.78 278 1021.9  11.6  11.3 999.0 99.0 99.00
2020 06 08 23 20 205  5.7  6.7  1.52  7.14  5.76 282 1021.7  11.3  11.4 999.0 99.0 99.00
2020 06 08 23 50 197  4.3  5.1  1.38  8.33  5.70 275 1021.5  11.4  11.4 999.0 99.0 99.00
2020 06 09 00 20 190  3.0  3.8  1.39  7.14  5.84 284 1021.4  11.4  11.4 999.0 99.0 99.00
2020 06 09 00 50 200  3.3  4.2  1.41  7.69  5.83 282 1021.0  11.5  11.2 999.0 99.0 99.00
2020 06 09 01 20 197  4.6  5.5  1.27  7.14  5.56 285 1020.7  11.8  11.3 999.0 99.0 99.00
2020 06 09 01 50 191  3.2  4.2  1.18  8.33  5.68 282 1020.5  11.7  11.2 999.0 99.0 99.00
2020 06 09 02 20 184  4.5  5.3  1.17  8.33  5.87 276 1020.1  11.7  11.2 999.0 99.0 99.00
2020 06 09 02 50 120  2.6  3.3  1.13  8.33  5.76 271 1020.2  11.9  11.1 999.0 99.0 99.00
2020 06 09 03 20 104  1.9  3.3  1.06  8.33  5.82 275 1020.2  11.7  11.1 999.0 99.0 99.00
2020 06 09 03 50 140  3.5  4.4  1.00  8.33  6.12 278 1019.8  11.8  11.1 999.0 99.0 99.00
2020 06 09 04 20 144  5.4  6.4  0.96  8.33  6.09 275 1019.5  11.4  11.0 999.0 99.0 99.00
2020 06 09 04 50 119  3.2  3.8  0.97  8.33  6.33 264 1019.3  11.3  10.9 999.0 99.0 99.00
2020 06 09 05 20 114  3.7  4.3  0.88  8.33  6.15 276 1018.9  11.2  10.9 999.0 99.0 99.00
2020 06 09 05 50 102  4.3  4.9  0.83  8.33  6.06 272 1018.6  11.1  10.8 999.0 99.0 99.00
2020 06 09 06 20 100  5.6  6.5  0.84  8.33  6.24 269 1018.3  10.8  10.5 999.0 99.0 99.00
2020 06 09 06 50 119  6.0  6.8  0.66 13.79  6.00 206 1017.9  10.7  10.5 999.0 99.0 99.00
2020 06 09 07 20 109  6.5  7.6  0.74  8.33  6.41 282 1017.4  10.5  10.7 999.0 99.0 99.00
2020 06 09 07 50 113  7.2  8.2  0.76  7.69  5.61 273 1016.9  10.2  10.7 999.0 99.0 99.00
2020 06 09 08 20 109  8.2  9.5  0.82  7.69  5.80 282 1016.3  10.1  10.5 999.0 99.0 99.00
2020 06 09 08 50 123  7.8  9.1  0.88  7.69  5.07 270 1016.1  10.0  10.4 999.0 99.0 99.00
2020 06 09 09 20 116  8.7 10.0  0.91  7.14  4.70 260 1015.1   9.9  10.3 999.0 99.0 99.00
2020 06 09 09 50 118  9.4 11.4  1.07  5.88  4.28 223 1014.5   9.8  10.1 999.0 99.0 99.00
